,publication,title,authors,doi,year,cites,type,abstract,abstractLength,pubmed,gscholar,crossref,scopus,publicationLanguage,titleLanguage,abstractLanguage
2355,journal of investigative medicine,447 EFFICACY OF CLARITHROMYCIN/CEFDINIR COMBINATION THERAPY IN PATIENTS WITH CHRONIC LYME DISEASE,"['R. B. Stricker', 'S. L. Thomas', 'D. H. Moore', 'E. E. Winger']",10.2310/6650.2005.00005.446,2005.0,2,journal-article,,,0,0,1,0,en,en,
2356,internal medicine news,"Antibiotics, DMARDs Quell Lyme Arthritis",['DIANA MAHONEY'],10.1016/s1097-8690(06)74597-8,2006.0,0,journal-article,,,0,0,1,0,it,en,
2357,internal medicine news,Lyme Disease Prevention and Treatment,"['WILLIAM E. GOLDEN', 'ROBERT H. HOPKINS']",10.1016/s1097-8690(06)74598-x,2006.0,0,journal-article,,,0,0,1,0,en,en,
2358,tijdschrift voor geneeskunde,"Niet ziekte van Lyme, maar wat dan wel?","['EYKENS L', 'GEENS E', 'JACOBS J', 'DE CAUWER H']",10.2143/tvg.62.3.5002385,2006.0,0,journal-article,,,0,0,1,0,nl,nl,
2359,microbiologia medica,NEUROBORRELIOSI DI LYME E MALATTIA DI PARKINSON: STUDIO DI UN CASO POST-MORTEM,"['S. Cazzavillan', 'C. Segala', 'E.G.S. D’Amore', 'E. Bonoldi', 'M. Rassu']",10.4081/mm.2006.3358,2006.0,0,journal-article,,,0,0,1,0,it,de,
2360,jcr: journal of clinical rheumatology,Lyme Disease Presenting With Sequential Episodes of Ruptured Baker Cysts,"['Nina Bhambhani', 'Eddys Disla', 'Girolamo Cuppari']",10.1097/01.rhu.0000222056.09133.83,2006.0,4,journal-article,,,0,0,1,0,en,en,
2361,european journal of pediatrics,Persistent synovitis in two children with Lyme arthritis linked with HLA-DRB1*1104,"['Guy Hendrickx', 'Christian Demanet', 'Yvan Vandenplas']",10.1007/s00431-006-0086-3,2006.0,0,journal-article,,,0,0,1,0,en,en,
2362,schweizerische ärztezeitung,Abklärung und Therapie der Lyme-Borreliose bei Erwachsenen und Kindern / Replik / Devenez spécialiste au lieu de généraliste! / An die Redaktion / SAMW: Umgang mit urteilsunfähigen Patientinnen und Patienten / Schnelltest Hygis Strep B / Qualitätskontrol,,10.4414/saez.2006.11770,2006.0,0,journal-article,,,0,0,1,0,de,de,
2363,bulletin des médecins suisses,Abklärung und Therapie der Lyme-Borreliose bei Erwachsenen und Kindern / Replik / Devenez spécialiste au lieu de généraliste! / An die Redaktion / SAMW: Umgang mit urteilsunfähigen Patientinnen und Patienten / Schnelltest Hygis Strep B / Qualitätskontrol,,10.4414/bms.2006.11770,2006.0,0,journal-article,,,0,0,1,0,fr,de,
2364,practice nursing,Lyme disease,['Jean Watkins'],10.12968/pnur.2007.18.2.22801,2007.0,2,journal-article,,,0,0,1,0,ro,en,
2365,international journal of dermatology,Lyme Disease,"['Absalom L. Filgueira', 'Ryssia A. Florião', 'Oswaldo Portella', 'Juan Maceira', 'Paulo Pinto Gontijo Filho']",10.1111/j.1365-4362.1991.tb02659.x,2007.0,0,journal-article,,,0,0,1,0,en,en,
2366,journal of investigative medicine,BITTEN AND FORGOTTEN: A CASE OF EARLY LYME ENCEPHALITIS.,"['S. Sattar', 'L. Shah']",10.1097/00042871-200701010-00214,2007.0,0,journal-article,,,0,0,1,0,en,pt,
2367,jcr: journal of clinical rheumatology,Lyme Disease Presenting as Ruptured Synovial Cysts,"['Mitsumasa Kishimoto', 'Michael Nguyen', 'Bruce Solitar', 'Hal J. Mitnick']",10.1097/rhu.0b013e31815c5ebc,2007.0,1,journal-article,,,0,0,1,0,en,en,
2368,eye,"Papillitis, Lyme disease, and cats","['S K Mishra', 'S Murjaneh', 'M S Morgan', 'P R Simcock', 'S Glover']",10.1038/sj.eye.6702705,2007.0,2,journal-article,,,0,0,1,0,tr,en,
2369,journal of neuro-ophthalmology,Lyme Disease Associated With Postganglionic Horner Syndrome and Raeder Paratrigeminal Neuralgia,"['Marjorie A Murphy', 'Erica M Szabados', 'Jennifer A Mitty']",10.1097/wno.0b013e318064e4ba,2007.0,7,journal-article,,,0,0,1,0,en,en,
2370,international journal of dermatology,"Lyme Disease in Rio de Janeiro, Brazil","['Rubem David Azulay', 'Luna Azulay-Abulafia', 'Celso Tavares Sodré', 'David Rubem Azulay', 'Monica Manela Azulay']",10.1111/j.1365-4362.1991.tb02642.x,2007.0,20,journal-article,,,0,0,1,0,en,pt,
2371,"ajn, american journal of nursing",NEUROLOGIC LYME DISEASE AND POST–LYME DISEASE SYNDROME,['Marianne Matzo'],10.1097/01.naj.0000312236.13433.68,2008.0,0,journal-article,,,0,0,1,0,en,en,
2372,zeitschrift für rheumatologie,Lyme-Arthritis bei Kindern und Jugendlichen,"['F. Dressler', 'H.-I. Huppertz']",10.1007/s00393-007-0245-6,2008.0,5,journal-article,,,0,0,1,0,de,de,
2373,acta ophthalmologica,Lyme borreliosis: different ocular aspects of the same disease in North-West of Italy,"['P ALLEGRI', 'A MASTROMARINO', 'R RISSOTTO', 'U MURIALDO']",10.1111/j.1755-3768.2008.6424.x,2008.0,0,journal-article,,,0,0,1,0,en,en,
2374,clinical & experimental immunology,"Cross-reactive idiotypes in sera from patients with leprosy, lupus and Lyme disease and from healthy individuals",['C. G. MACKWORTH-YOUNG'],10.1111/j.1365-2249.1990.tb05130.x,2008.0,9,journal-article,,,0,0,1,0,it,en,
2375,eye,Neuroretinitis secondary to concurrent infection with cat scratch disease and lyme disease,"['P K Gupta', 'R Patel', 'M T Bhatti']",10.1038/eye.2008.288,2008.0,2,journal-article,,,0,0,1,0,tr,en,
2376,clinical & experimental immunology,Autoantibodies against cyclophilin in systemic lupus erythematosus and Lyme disease,"['A. KRATZ', 'M. W. HARDING', 'J. CRAFT', 'C. G. MACKWORTH-YOUNG', 'R. E. HANDSCHUMACHER']",10.1111/j.1365-2249.1992.tb05862.x,2008.0,9,journal-article,,,0,0,1,0,it,en,
2377,american journal of kidney diseases,221: MPGN and Nephrotic Syndrome (NS) Secondary to Lyme Disease (LD),"['Bishal Rawal', 'Leon Rovner', 'Charuhas Thakar', 'Judson Pollock']",10.1053/j.ajkd.2008.02.231,2008.0,2,journal-article,,,0,0,1,0,en,en,
2378,the american journal of emergency medicine,Acute ataxia in a 4-year-old boy: a case of Lyme disease neuroborreliosis,"['Mark D. Lopez', 'Cristin Wise']",10.1016/j.ajem.2008.03.029,2008.0,5,journal-article,,,0,0,1,0,en,en,
2379,clinical & experimental immunology,The outer surface proteins of Lyme disease borrelia spirochetes stimulate T cells to secrete interferon-gamma (IFN-γ): diagnostic and pathogenic implications,"['P. FORSBERG', 'J. ERNERUDH', 'C. EKERFELT', 'M. ROBERG', 'M. VRETHEM', 'S BERGSTRÖM']",10.1111/j.1365-2249.1995.tb03134.x,2008.0,42,journal-article,,,0,0,1,0,it,en,
2380,deutsches aerzteblatt online,Lyme Disease—Current State of Knowledge: Different Symptoms,['Michael G. Haufs'],10.3238/arztebl.2009.0524a,2009.0,0,journal-article,,,0,0,1,0,de,en,
2381,deutsches aerzteblatt online,Lyme Disease—Current State of Knowledge: Veterinary Medical Research,['Marianne Temmesfeld'],10.3238/arztebl.2009.0524b,2009.0,0,journal-article,,,0,0,1,0,de,en,
2382,deutsches aerzteblatt online,Lyme Disease—Current State of Knowledge: Higher Dosage at Later Stages,['Pramod M. Shah'],10.3238/arztebl.2009.0524c,2009.0,0,journal-article,,,0,0,1,0,de,en,
2383,deutsches aerzteblatt online,Lyme Disease—Current State of Knowledge: In reply,"['Roland Nau', 'Hans-Jürgen Christen', 'Helmut Eiffert']",10.3238/arztebl.2009.0525,2009.0,9,journal-article,,,0,0,1,0,de,en,
2384,zeitschrift für rheumatologie,Lyme-Borreliose,"['A. Krause', 'V. Fingerle']",10.1007/s00393-009-0460-4,2009.0,9,journal-article,,,0,0,1,0,de,es,
2385,acta ophthalmologica,Inflammatory choroidal neovascular membrane in presumed ocular Lyme borreliosis,"['Radgonde Amer', 'Suzanne Brannan', 'John V. Forrester']",10.1111/j.1755-3768.2007.01160.x,2009.0,11,journal-article,,,0,0,1,0,en,en,
2386,drugs & therapy perspectives,Treatment with antibacterials gets the ‘tick’ when treating skin manifestations of Lyme disease,['&NA;'],10.2165/0042310-200925070-00005,2009.0,0,journal-article,,,0,0,1,0,en,en,
2387,cme,Wenn Zecken Borrelien bescheren …,"['Andreas Krause', 'Volker Fingerle']",10.1007/bf03357868,2009.0,0,journal-article,,,0,0,1,0,ro,de,
2388,joint bone spine,Parsonage–Turner syndrome revealing Lyme borreliosis,"['Daniel Wendling', 'Philippe Sevrin', 'Agnès Bouchaud-Chabot', 'Aline Chabroux', 'Eric Toussirot', 'Thomas Bardin', 'Fabrice Michel']",10.1016/j.jbspin.2008.07.013,2009.0,15,journal-article,,,0,0,1,0,no,en,
2389,hautnah dermatologie,Chronische Lyme-Borreliose: Gibt es die wirklich?,['H. S. Füeßl'],10.1007/bf03357992,2010.0,0,journal-article,,,0,0,1,0,id,de,
2390,innovait: education and inspiration for general practice,Case Study: Lyme Disease as a Cause of Facial Palsy,['Naomi Jeffery'],10.1093/innovait/inp169,2010.0,0,journal-article,,,0,0,1,0,en,en,
2391,medicine - programa de formación médica continuada acreditado,Infecciones producidas por borrelias: enfermedad de Lyme y fiebre recurrente,"['J.A. Herrero', 'E. García-Vázquez', 'A. Hernández', 'J. Gómez']",10.1016/s0304-5412(10)70134-7,2010.0,0,journal-article,,,0,0,1,0,es,es,
2392,rheumatology science and practice,DIFFERENTIAL DIAGNOSIS OF RADICULOPATHY IN LYME BORRELIOSISAND DYSTROPHIC LESIONS OF THE VERTEBRAL COLUMN,"['L A Nizovtseva', 'Nataliya Sergeyevna Baranova', 'N N Spirin', 'E G Shipova', 'V A Bulanova', 'N Yu Krotova']",10.14412/1995-4484-2010-440,2010.0,0,journal-article,,,0,0,1,0,en,de,
2393,the journal of emergency medicine,"An Update on the Diagnosis and Treatment of Early Lyme Disease: “Focusing on the Bull's Eye, You May Miss the Mark”","['Amber Stonehouse', 'James S. Studdiford', 'C. Amber Henry']",10.1016/j.jemermed.2007.06.007,2010.0,12,journal-article,,,0,0,1,0,en,en,
2394,journal of vector ecology,"Detection of Lyme disease spirochete, Borrelia burgdorferi sensu lato, including three novel genotypes in ticks (Acari: Ixodidae) collected from songbirds (Passeriformes) across Canada","['John D. Scott', 'Min-Kuang Lee', 'Keerthi Fernando', 'Lance A. Durden', 'Danielle R. Jorgensen', 'Sunny Mak', 'Muhammad G. Morshed']",10.1111/j.1948-7134.2010.00068.x,2010.0,52,journal-article,,,0,0,1,0,en,en,
2395,journal of vector ecology,Recent discovery of widespread Ixodes affinis (Acari: Ixodidae) distribution in North Carolina with implications for Lyme disease studies,"['Bruce A. Harrison', 'Walker H. Rayburn', 'Marcee Toliver', 'Eugene E. Powell', 'Barry R. Engber', 'Lance A. Durden', 'Richard G. Robbins', 'Brian F. Prendergast', 'Parker B. Whitt']",10.1111/j.1948-7134.2010.00074.x,2010.0,31,journal-article,,,0,0,1,0,en,en,
2396,hautnah dermatologie,Antibiotika-Pflaster stoppt Lyme-Borreliose,['Dagmar Kraus'],10.1007/bf03358495,2011.0,0,journal-article,,,0,0,1,0,id,sv,
2397,international journal of general medicine,"Emerging incidence of Lyme borreliosis, babesiosis, bartonellosis, and granulocytic ehrlichiosis in Australia",['Peter Mayne'],10.2147/ijgm.s27336,2011.0,28,journal-article,,,0,0,1,0,en,en,
2398,current infectious disease reports,Neurologic Manifestations of Lyme Disease,['John J. Halperin'],10.1007/s11908-011-0184-x,2011.0,18,journal-article,,,0,0,1,0,en,en,
2399,science news,Body & brain: Test for Lyme vs. chronic fatigue: Two conditions show distinct spinal fluid protein signatures,['Nathan Seppa'],10.1002/scin.5591790714,2011.0,0,journal-article,,,0,0,1,0,en,en,
2400,eye,Abnormal corneal nerves in a patient with Lyme disease,"['X Ricaud', 'J-P Rozenbaum', 'S Landowski', 'C Baudouin', 'A Labbé']",10.1038/eye.2011.214,2011.0,1,journal-article,,,0,0,1,0,tr,en,
2401,american journal of kidney diseases,199 Lyme Disease Associated Glomerulonephritis,"['Finnian R. Mc Causland', 'Vanesa Bijol', 'Sophie Niedermaier', 'John P. Forman']",10.1053/j.ajkd.2011.02.202,2011.0,0,journal-article,,,0,0,1,0,en,en,
2402,insect biochemistry and molecular biology,"Molecular and pharmacological characterization of two D1-like dopamine receptors in the Lyme disease vector, Ixodes scapularis","['Jason M. Meyer', 'Karin F.K. Ejendal', 'Val J. Watts', 'Catherine A. Hill']",10.1016/j.ibmb.2011.03.008,2011.0,22,journal-article,,,0,0,1,0,en,en,
2403,the quarterly review of biology,Lyme Disease: The Ecology of a Complex System. By Richard S. Ostfeld. Oxford and New York: Oxford University Press. $39.95. xiii + 216 p.; ill.; index. ISBN: 978-0-19-538812-1. 2011.,['Weigang Qiu'],10.1086/661170,2011.0,0,journal-article,,,0,0,1,0,en,en,
2404,reumatologia/rheumatology,Western blot method as a necessary step of serodiagnostics of Lyme disease,"['Jacek Noworyta', 'Maja Machcińska', 'Maria Brasse-Rumin', 'Jakub Ząbek', 'Jolanta Gago']",10.5114/reum.2012.31398,2012.0,0,journal-article,,,0,0,1,0,it,en,
2405,science news,"Story one: Genome paints a better portrait of the Iceman: DNA reveals Ötzi had Lyme disease, lactose intolerance",['Tina Hesman Saey'],10.1002/scin.5591810603,2012.0,0,journal-article,,,0,0,1,0,en,en,
2406,tidsskrift for den norske legeforening,Lyme-meningitt hos barn,"['Dag Tveitnes', 'Knut Øymar']",10.4045/tidsskr.12.0306,2012.0,0,journal-article,,,0,0,1,0,da,no,
2407,internal medicine news,Lyme Disease Presents Differently in Men and Women,['SHARON WORCESTER'],10.1016/s1097-8690(12)70292-5,2012.0,0,journal-article,,,0,0,1,0,it,en,
2408,neuropediatrics,Central nervous system Lyme disease - Presentation of two cases,"['H Schober', 'B Simma', 'J Lütschg', 'A Blassnig-Ezeh']",10.1055/s-0032-1307132,2012.0,0,journal-article,,,0,0,1,0,it,en,
2409,acta ophthalmologica,Lyme borreiosis with ocular manifestations during childhood period,"['A SAUER', 'Y HANSMANN', 'B JAULHAC', 'T BOURCIER', 'C SPEEG-SCHATZ']",10.1111/j.1755-3768.2012.t119.x,2012.0,0,journal-article,,,0,0,1,0,en,en,
2410,companion animal,Lyme disease: If you go down to the woods today are you in for a big surprise?,['Ian Wright'],10.1111/j.2044-3862.2012.00208.x,2012.0,0,journal-article,,,0,0,1,0,it,en,
2411,journal of neuro-ophthalmology,Lyme-Associated Orbital Inflammation Presenting as Painless Subacute Unilateral Ptosis,"['Luna Xu', 'Bryan J. Winn', 'Jeffrey G. Odel']",10.1097/wno.0b013e318234dafc,2012.0,4,journal-article,,,0,0,1,0,en,en,
2412,european journal of heart failure,Reading between the Lyme: isBorrelia burgdorferia cause of dilated cardiomyopathy? The debate continues,"['Bryan J. Piccirillo', 'Yuri B. Pride']",10.1093/eurjhf/hfs047,2012.0,4,journal-article,,,0,0,1,0,en,en,
2413,reumatologia/rheumatology,Cardiac implications of Lyme borreliosis,['Ewa Maroszyńska-Dmoch'],10.5114/reum.2013.33396,2013.0,0,journal-article,,,0,0,1,0,it,en,
2414,the journal for nurse practitioners,Lyme Disease: From Early Localized Disease to Post-Lyme Disease Syndrome,"['Chloe Nichols', 'Brenda Windemuth']",10.1016/j.nurpra.2013.04.017,2013.0,0,journal-article,,,0,0,1,0,en,en,
2415,neuropediatrics,Isolated trochlear palsy in Lyme disease may persist,"['B Püst', 'F Brückner', 'U Büsscher']",10.1055/s-0033-1337785,2013.0,0,journal-article,,,0,0,1,0,it,en,
2416,international journal of general medicine,Review of evidence for immune evasion and persistent infection in Lyme disease,['Keith Berndtson'],10.2147/ijgm.s44114,2013.0,35,journal-article,,,0,0,1,0,en,en,
2417,acta ophthalmologica,Uveitis and lyme disease: About two case reports,"['P NGUYEN KIM', 'V TOUITOU', 'P LEHOANG', 'B BODAGHI']",10.1111/j.1755-3768.2013.s060.x,2013.0,0,journal-article,,,0,0,1,0,en,en,
2418,chemical & engineering news archive,Lyme Disease Skyrockets,['BRITT ERICKSON'],10.1021/cen-09134-notw6,2013.0,0,journal-article,,,0,0,1,0,en,en,
2419,neuropediatrics,Lyme neuroborreliosis: aetiology and diagnosis of facial palsy in children from Tyrol,"['J Brunner', 'RW Reinhard', 'LB Zimmerhackl']",10.1055/s-0033-1337892,2013.0,0,journal-article,,,0,0,1,0,it,en,
2420,mmw - fortschritte der medizin,Ein Zeckenstich und seine vielfältigen Folgen,['STI'],10.1007/s15006-013-2018-2,2013.0,0,journal-article,,,0,0,1,0,de,de,
2421,companion animal,Ticks and Lyme disease: a growing threat?,"['Ian Wright', 'Richard Wall']",10.12968/coan.2013.18.10.474,2013.0,0,journal-article,,,0,0,1,0,it,en,
2422,reumatologia/rheumatology,Lyme arthritis – symptoms and treatment,['Jolanta Parada-Turska'],10.5114/reum.2013.33395,2013.0,0,journal-article,,,0,0,1,0,it,en,
2423,chemical & engineering news archive,Taking Aim At Lyme Disease,['GOVERNMENT & POLICY DEPARTMENT'],10.1021/cen-09125-cover1,2013.0,0,journal-article,,,0,0,1,0,en,en,
2424,chemical & engineering news archive,Accelerating Lyme Disease Diagnostics,['BRITT E. ERICKSON'],10.1021/cen-09125-cover3,2013.0,0,journal-article,,,0,0,1,0,en,en,
2425,companion animal,Case study: canine Lyme disease presenting as a forelimb lameness,['Ian Wright'],10.12968/coan.2013.18.8.372,2013.0,1,journal-article,,,0,0,1,0,it,en,
2426,chemical & engineering news archive,A Shot Against Lyme Disease,['WILLIAM G. SCHULZ'],10.1021/cen-09125-cover2,2013.0,0,journal-article,,,0,0,1,0,en,en,
2427,mmw - fortschritte der medizin,Die neun häufigsten Irrtümer über Lyme-Borreliose,['Beate Schumacher'],10.1007/s15006-013-0077-z,2013.0,0,journal-article,,,0,0,1,0,de,de,
2428,international journal of medical sciences,"Lyme Borreliosis in Human Patients in Florida and Georgia, USA","['Kerry L. Clark', 'Brian Leydet', 'Shirley Hartman']",10.7150/ijms.6273,2013.0,56,journal-article,,,0,0,1,0,en,en,
2429,jddg: journal der deutschen dermatologischen gesellschaft,Livide Erytheme am Stamm bei Lyme-Borreliose,"['Milana Surtov-Pudar', 'Elisabeth Aberer']",10.1111/ddg.12018_suppl,2013.0,0,journal-article,,,0,0,1,0,de,de,
2430,jddg: journal der deutschen dermatologischen gesellschaft,Livid erythematous patches on the trunk in Lyme borreliosis,"['Milana Surtov-Pudar', 'Elisabeth Aberer']",10.1111/ddg.12018,2013.0,0,journal-article,,,0,0,1,0,de,en,
2431,journal of community hospital internal medicine perspectives,Wenckebach responsive to cephalosporins – it must be Lyme carditis,"['Lauren B. Dobbs', 'Marc A. Mugmon']",10.3402/jchimp.v3i3-4.23013,2013.0,0,journal-article,,,0,0,1,0,en,en,
2432,the journal of emergency medicine,Enteroviral Testing and Length of Hospital Stay for Children Evaluated for Lyme Meningitis,"['Lise E. Nigrovic', 'Keri A. Cohn', 'Todd W. Lyons', 'Amy D. Thompson', 'Elizabeth M. Hines', 'Elizabeth J. Welsh', 'Samir S. Shah']",10.1016/j.jemermed.2012.11.096,2013.0,2,journal-article,,,0,0,1,0,en,en,
2433,joint bone spine,Chronic Lyme disease: Fact or fiction?,['Christelle Sordet'],10.1016/j.jbspin.2013.12.003,2014.0,8,journal-article,,,0,0,1,0,fi,en,
2434,mmw - fortschritte der medizin,Akuter Hüftschmerz = Lyme-Arthritis?,,10.1007/s15006-014-3754-7,2014.0,0,journal-article,,,0,0,1,0,de,de,
2435,orthopedics,Lyme Arthritis of the Pediatric Ankle,"['Amiethab Aiyer', 'Jessica Walrath', 'William Hennrikus']",10.3928/01477447-20140924-94,2014.0,2,journal-article,,,0,0,1,0,en,en,
2436,cme,Diagnostik & Therapie der Lyme-Borreliose,"['Andreas Krause', 'V. Fingerle']",10.1007/s11298-014-1201-9,2014.0,0,journal-article,,,0,0,1,0,ro,de,
2437,ecology,The negative relationship between mammal host diversity and Lyme disease incidence strengthens through time,"['Shaun Turney', 'Andrew Gonzalez', 'Virginie Millien']",10.1890/14-0980.1,2014.0,23,journal-article,,,0,0,1,0,it,en,
2438,zeitschrift für rheumatologie,Diagnostik und Therapie der Lyme-Arthritis,"['M. Gaubitz', 'F. Dressler', 'H.I. Huppertz', 'A. Krause']",10.1007/s00393-014-1370-7,2014.0,5,journal-article,,,0,0,1,0,de,de,
2439,cardiologia croatica,Approach to a patient with conduction disturbance caused by Lyme borreliosis.,"['Ena Kurtic', 'Ivica Premuzic Mestrovic', 'Hrvojka Marija Zeljko', 'Stjepan Kranjcevic', 'Darko Pocanic', 'Helena Jerkic']",10.15836/ccar.2014.40,2014.0,0,journal-article,,,0,0,1,0,it,en,
2440,infectious diseases,Vasculitis and stroke due to Lyme neuroborreliosis – a review,"['Joanna Zajkowska', 'Adam Garkowski', 'Anna Moniuszko', 'Piotr Czupryna', 'Iwona Ptaszyńska-Sarosiek', 'Eugeniusz Tarasów', 'Andrzej Ustymowicz', 'Wojciech Łebkowski', 'Sławomir Pancewicz']",10.3109/00365548.2014.961544,2014.0,20,journal-article,,,0,0,1,0,en,en,
2441,medicine - programa de formación médica continuada acreditado,Infecciones producidas por borrelias: enfermedad de Lyme y fiebre recurrente,"['F.J. Olmo Montes', 'J. Sojo Dorado', 'C. Peñas Espinar', 'M.A. Muniáin Ezcurra']",10.1016/s0304-5412(14)70731-0,2014.0,0,journal-article,,,0,0,1,0,es,es,
2442,the journal for nurse practitioners,Lyme Disease,['Sandy Wilbanks'],10.1016/j.nurpra.2015.07.013,2015.0,0,journal-article,,,0,0,1,0,en,en,
2443,the journal for nurse practitioners,Lyme Disease,['Sandy Wilbanks'],10.1016/j.nurpra.2015.07.014,2015.0,0,journal-article,,,0,0,1,0,en,en,
2444,jama internal medicine,Neoplasms Misdiagnosed as “Chronic Lyme Disease”,"['Christina Nelson', 'Sarah Elmendorf', 'Paul Mead']",10.1001/jamainternmed.2014.5426,2015.0,18,journal-article,,,0,0,1,0,hr,en,
2445,nursing standard,"Lyme Disease: Why It’s Spreading, How It Makes You Sick, and What To Do About It Barbour Alan G Lyme Disease: Why It’s Spreading, How It Makes You Sick, and What To Do About It 330pp £15 Johns Hopkins University Press 978-1421417219 1421417219",['Sandra Pearson'],10.7748/ns.29.47.28.s33,2015.0,1,journal-article,,,0,0,1,0,id,en,
2446,mmw - fortschritte der medizin,Ein Junge mit einer Lyme-Brille,['H. S. Füeßl'],10.1007/s15006-015-3788-5,2015.0,0,journal-article,,,0,0,1,0,de,de,
2447,the journal for nurse practitioners,"Lyme Disease: Diagnosis, Treatment Guidelines, and Controversy",['Karen S. Moore'],10.1016/j.nurpra.2014.09.021,2015.0,2,journal-article,,,0,0,1,0,en,en,
2448,the american journal of emergency medicine,"Seeks, finds, threats: Lyme disease!","['Xavier Muschart', 'Dominique Blommaert']",10.1016/j.ajem.2014.07.019,2015.0,0,journal-article,,,0,0,1,0,en,en,
2449,drugs & therapy perspectives,"Prevent and manage Lyme disease with antibacterials based on patient characteristics, local causative species and disease manifestations",,10.1007/s40267-015-0221-1,2015.0,0,journal-article,,,0,0,1,0,en,en,
2450,child & family social work,"Youthoria: Adolescent Substance Misuse - Problems, Prevention and Treatment by Phil Harris Russell House Publishing, Lyme Regis, Dorset, 2013, 260 pp. £27.95. ISBN 978-1-905541-82-9",['Karenza Moore'],10.1111/cfs.12199,2015.0,0,journal-article,,,0,0,1,0,en,en,
2451,journal of the european academy of dermatology and venereology,Painful blister‐free HSV‐type 1 reactivation on the site of acute Lyme borreliosis,"['S. Silling', 'U. Wieland', 'V. Fingerle', 'H. Rasokat', 'M. Fabri']",10.1111/jdv.13142,2015.0,1,journal-article,,,0,0,1,0,en,en,
2452,cme,Was ist dran am Post-Lyme-Syndrom?,['Elke Oberhofer'],10.1007/s11298-016-5646-x,2016.0,0,journal-article,,,0,0,1,0,ro,en,
2453,companion animal,UK Lyme disease: treatment and prevention,['Ian Wright'],10.12968/coan.2016.21.7.392,2016.0,0,journal-article,,,0,0,1,0,it,en,
2454,hautnah dermatologie,Nach Erythema migrans: kein Beleg für Post-Lyme-Syndrom,['Elke Oberhofer'],10.1007/s15012-016-2037-7,2016.0,0,journal-article,,,0,0,1,0,id,de,
2455,cardiologia croatica,AV block due to lyme disease,"['Larisa Ščetić Mešan', 'Alma Agačević', 'Nedžad Hadžić']",10.15836/ccar2016.434,2016.0,0,journal-article,,,0,0,1,0,it,en,
2456,critical care medicine,1800: ATYPICAL LYME MENINGITIS WITH PARKINSON DISEASE-LIKE MANIFESTATIONS,"['Rachel Patel', 'Jeffrey Larnard', 'Nongnooch Poowanawittayakom', 'Richard Glew']",10.1097/01.ccm.0000510473.69044.c6,2016.0,0,journal-article,,,0,0,1,0,ro,en,
2457,jama internal medicine,Antibiotic Treatment for Chronic Lyme Disease—Say No to the DRESS,"['Clifford M. Marks', 'John E. Nawn', 'Julie A. Caplow']",10.1001/jamainternmed.2016.6229,2016.0,4,journal-article,,,0,0,1,0,it,en,
2458,apmis,Evaluation of two assays for CXCL13 analysis in cerebrospinal fluid for laboratory diagnosis of Lyme neuroborreliosis,"['Anna J. Henningsson', 'Paula Gyllemark', 'Malin Lager', 'Barbro Hedin Skogman', 'Ivar Tjernberg']",10.1111/apm.12596,2016.0,17,journal-article,,,0,0,1,0,lv,en,
2459,tidsskrift for den norske legeforening,Kan det være Lyme-nevroborreliose?,['Åse Mygland'],10.4045/tidsskr.16.1032,2017.0,1,journal-article,,,0,0,1,0,da,da,
2460,tidsskrift for den norske legeforening,Lyme-nevroborreliose ved uspesifikke nevrologiske symptomer,"['Erlend Roaldsnes', 'Randi Eikeland', 'Dag Berild']",10.4045/tidsskr.15.1115,2017.0,8,journal-article,,,0,0,1,0,da,no,
2461,practice nursing,Recognising the signs and symptoms of Lyme disease,['Sandra Pearson'],10.12968/pnur.2017.28.9.368,2017.0,0,journal-article,,,0,0,1,0,ro,en,
2462,american journal of clinical pathology,Evaluation of Lyme Disease Test Utilization in a Low-Prevalence Region,"['Jenna Khan', 'Patrick Mathias']",10.1093/ajcp/aqw191.034,2017.0,0,journal-article,,,0,0,1,0,en,en,
2463,clinical case reports,Lyme carditis with complete heart block: management with an external pacemaker,"['Muhammad Ali Chaudhry', 'Srinivasa D. Satti', 'Ira R. Friedlander']",10.1002/ccr3.934,2017.0,6,journal-article,,,0,0,1,0,es,en,
2464,journal of travel medicine,Lyme disease vs Baggio–Yoshinari syndrome in a returned traveller from Brazil,"['Victor P. Vien', 'Raghav Bassi', 'Timea Maxim', 'Isaac I. Bogoch']",10.1093/jtm/tax055,2017.0,2,journal-article,,,0,0,1,0,en,en,
2465,the american journal of emergency medicine,Electrocardiographic progression of acute Lyme disease,"['Laiden Suarez Fuster', 'Enes Elvin Gul', 'Adrian Baranchuk']",10.1016/j.ajem.2017.02.052,2017.0,13,journal-article,,,0,0,1,0,en,en,
2466,the american journal of emergency medicine,Clinical association: Lyme disease and Guillain-Barre syndrome,"['Kinner Patel', 'Siddharth Shah', 'Dinesh Subedi']",10.1016/j.ajem.2017.07.030,2017.0,10,journal-article,,,0,0,1,0,en,en,
2467,the journal of emergency medicine,Early Disseminated Lyme Disease Masquerading as Mononucleosis: A Case Report,"['Richard Tumminello', 'Lindsey Glaspey', 'Anita Bhamidipati', 'Patrick Sheehan', 'Sundip Patel']",10.1016/j.jemermed.2017.09.005,2017.0,3,journal-article,,,0,0,1,0,en,en,
2468,journal of community hospital internal medicine perspectives,Concurrent babesiosis and serological evidence of Lyme disease in a young patient,"['Mark Adler', 'Thein Swe', 'Akari Thein Naing']",10.1080/20009666.2017.1299398,2017.0,0,journal-article,,,0,0,1,0,en,en,
