,publication,title,authors,doi,year,cites,type,abstract,abstractLength,pubmed,gscholar,crossref,scopus,publicationLanguage,titleLanguage,abstractLanguage
1300,international journal of general medicine,<p>Precision medicine: retrospective chart review and data analysis of 200 patients on dapsone combination therapy for chronic Lyme disease/post-treatment Lyme disease syndrome: part 1</p>,"['Richard I Horowitz', 'Phyllis R Freeman']",10.2147/ijgm.s193608,2019.0,7,journal-article,No abstract found,17,0,0,1,0,en,en,
1301,tidsskrift for den norske legeforening,Pasienter med Lyme-borreliose går glipp av behandling,['Per Bjark'],10.4045/tidsskr.18.0964,2019.0,0,journal-article,No abstract found,17,0,0,1,0,da,no,
1302,ep europace,Corrigendum to: Lyme carditis atrioventricular block: management strategies,,10.1093/europace/euz280,2019.0,0,journal-article,403 response,12,0,0,1,0,ro,en,
1303,infectious diseases,Diagnosis of Lyme neuroborreliosis,['Lars Hagberg'],10.1080/23744235.2019.1672890,2019.0,0,journal-article,No abstract found,17,0,0,1,0,en,lt,
1304,science,Long-underfunded Lyme disease research gets an injection of money—and ideas,['Jennifer Couzin-Frankel'],10.1126/science.aax7340,2019.0,3,journal-article,No abstract found,17,0,0,1,0,fr,en,
1305,nursing standard,Lyme disease: updated NICE guidance,['Erin Dean'],10.7748/ns.34.10.55.s20,2019.0,1,journal-article,No response,11,0,0,1,0,id,en,
1306,ep europace,Lyme carditis atrioventricular block: management strategies,"['Derek Crinion', 'Cynthia Yeung', 'Adrian Baranchuk']",10.1093/europace/euz051,2019.0,2,journal-article,403 response,12,0,0,1,0,ro,en,
1307,innovait: education and inspiration for general practice,AKT answer relating to management of Lyme disease,,10.1177/1755738019839562,2019.0,0,journal-article,No response,11,0,0,1,0,en,en,
1308,clinica chimica acta,Lyme disease and laboratory diagnostics: Comparison of methods,"['N. Milanović', 'T. Stojaković', 'N. Tačević', 'A. Mihajlov']",10.1016/j.cca.2019.03.1162,2019.0,0,journal-article,No abstract found,17,0,0,1,0,it,en,
1309,ep europace,Lyme carditis atrioventricular block: management strategies—Authors’ reply,"['Ameesh Isath', 'Deepak Padmanabhan', 'Niyada Naksuk', 'Danesh Kella', 'Paul Friedman']",10.1093/europace/euz111,2019.0,0,journal-article,403 response,12,0,0,1,0,ro,en,
1310,innovait: education and inspiration for general practice,AKT question relating to management of Lyme disease,['Yasser Abdel Kerim'],10.1177/1755738019839561,2019.0,0,journal-article,No response,11,0,0,1,0,en,en,
1311,clinica chimica acta,Evaluation of the BioPlex 2200 Lyme IgG/IgM immunoassay system,"['C. Coignard', 'C. Clément-Vincent', 'T. Ly', ""A. L'hotellier""]",10.1016/j.cca.2019.03.1176,2019.0,1,journal-article,No abstract found,17,0,0,1,0,it,en,
1312,cardiologia croatica,Total atrioventricular block in Lyme borreliosis,"['Jurica Petranović', 'Rea Levicki', 'Ivan Barišić', 'Ile Raštegorac', 'Vladimir Dujmović', 'Darko Počanić']",10.15836/ccar2019.251,2019.0,0,journal-article,No abstract found,17,0,0,1,0,it,en,
1313,clinical case reports,A rare case of pseudotumor cerebri in adult Lyme disease,"['Louise Nørreslet Gimsing', 'Line Sofie Lunde Larsen']",10.1002/ccr3.2582,2019.0,1,journal-article,503 response,12,0,0,1,0,es,ro,
1314,reumatologia/rheumatology,Sjögren’s syndrome and lymphadenopathy unraveling the diagnosis of Lyme disease,"['Svitlana Smiyan', 'Igor Galaychuk', 'Igor Zhulkevych', 'Volodymyr Nykolyuk', 'Roman Komorovsky', 'Sofiya Gusak', 'Ivan Bilozetsky']",10.5114/reum.2019.83242,2019.0,5,journal-article,No abstract found,17,0,0,1,0,it,en,
1315,paediatrics & child health,45 The Rise of Lyme Disease in Eastern Ontario,"['Stephanie Zahradnik', 'Jacqueline Willmore', 'Dara Spatz-Friedman', 'Cameron McDermaid', 'Anne Pham-Huy', 'Jason Brophy']",10.1093/pch/pxz066.044,2019.0,0,journal-article,403 response,12,0,0,1,0,en,en,
1316,mayo clinic proceedings,"Multiple Erythema Migrans Rashes Characteristic of Early Disseminated Lyme Disease, Before and After Therapy","['Aditya S. Shah', 'Bharath Raj Varatharaj Palraj']",10.1016/j.mayocp.2018.11.001,2019.0,1,journal-article,,0,0,0,1,0,en,en,
1317,clinica chimica acta,Serology method comparison in Lyme disease,"['L. Samaniego Jiménez', 'L.M. Soria Blanco', 'N. Ortega Unanue', 'S. Martín Rodríguez', 'L. Thomlinson Alonso', 'M.A. Calvo Ferrer']",10.1016/j.cca.2019.03.1165,2019.0,0,journal-article,No abstract found,17,0,0,1,0,ro,en,
1318,annales de dermatologie et de vénéréologie,Borréliose de Lyme mimant une chrondrite de l’oreille,"['N. Kluger', 'A. Keinonen', 'L. Jeskanen', 'K. Lappalainen']",10.1016/j.annder.2019.03.003,2019.0,2,journal-article,No abstract found,17,0,0,1,0,fr,fr,
1319,american journal of clinical pathology,Laboratory Blood-Based Testing for Lyme Disease at a National Reference Laboratory,"['Elizabeth Lee-Lewandrowski', 'Zhen Chen', 'John Branda', 'Jason Baron', 'Harvey W Kaufman']",10.1093/ajcp/aqz030,2019.0,4,journal-article,403 response,12,0,0,1,0,en,en,
1320,infectious diseases in clinical practice,Spirochetal Diseases and Seventh Nerve Palsy,"['Sana Shaikh', 'Jorge Isaac Peña-Garcia', 'Alexandre Lacasse']",10.1097/ipc.0000000000000751,2019.0,0,journal-article,"Treponema pallidum and Borrelia burgdorferi may lead to seventh nerve palsy and should be suspected in the appropriate clinical context. Serologic testing for syphilis and Lyme disease (LD) is valuable but may show cross-reactivity. We describe a 20-year-old woman with left seventh nerve palsy secondary to latent syphilis of unknown duration, with complete recovery after penicillin G benzathine. In addition to reactive rapid plasma reagin and positive T. pallidum particle agglutination testing, Lyme enzyme-linked immunosorbent assay was equivocal, and Lyme Western blot was positive for immunoglobulin M. In syphilis , Lyme enzyme-linked immunosorbent assay may be falsely positive, but Western blot is known to remain negative. Similarly, in LD, fluorescent treponemal antibody absorption testing may be falsely positive, but rapid plasma reagin remains nonreactive. Careful interpretation of these serologic tests is of utmost importance in differentiating between the 2, especially in areas with low prevalence of LD.",1026,0,0,1,0,en,en,
1321,ophthalmology,Usefulness of Routine Lyme Screening in Patients with Uveitis,"['Sonny Caplash', 'Sapna Gangaputra', 'Natasha Kesav', 'Marib Akanda', 'Susan Vitale', 'Shilpa Kodati', 'Adriana Marques', 'H. Nida Sen']",10.1016/j.ophtha.2019.06.014,2019.0,5,journal-article,,0,0,0,1,0,en,en,
1322,medical and veterinary entomology,Diversity of Lyme borreliosis spirochetes isolated from ticks in Serbia,"['S. Ćakić', 'G. Veinović', 'T. Cerar', 'D. Mihaljica', 'R. Sukara', 'E. Ružić‐Sabljić', 'S. Tomanović']",10.1111/mve.12392,2019.0,2,journal-article,503 response,12,0,0,1,0,en,en,
1323,infectious diseases,The B-lymphocyte chemokine CXCL13 in the cerebrospinal fluid of children with Lyme neuroborreliosis: associations with clinical and laboratory variables,"['Bjørn Barstad', 'Dag Tveitnes', 'Ingvild Dalen', 'Sølvi Noraas', 'Ingvild S. Ask', 'Franziskus J. Bosse', 'Knut Øymar']",10.1080/23744235.2019.1671988,2019.0,2,journal-article,"Abstract Background: The B-lymphocyte chemokine CXCL13 is increasingly considered as a useful early phase diagnostic marker of Lyme neuroborreliosis (LNB). However, the large variation in level of CXCL13 in the cerebrospinal fluid (CSF) observed in LNB patients is still unexplained. We aimed to identify factors associated with the level of CXCL13 in children with LNB, possibly improving the interpretation of CXCL13 as a diagnostic marker of LNB. Methods: Children with confirmed and probable LNB were included in a prospective study on CXCL13 in CSF as a diagnostic marker of LNB. The variables age, sex, facial nerve palsy, generalized inflammation symptoms (fever, headache, neck-stiffness and/or fatigue), duration of symptoms, Borrelia antibodies in CSF, Borrelia antibody index (AI), CSF white blood cells (WBC), CSF protein and detection of the genospecies Borrelia garinii by PCR were included in simple and multivariable regression analyses to study the associations with the CXCL13 level. Results: We included 53 children with confirmed and 17 children with probable LNB. CXCL13 levels in CSF were positively associated with WBC, protein and Borrelia antibodies in CSF in both simple and multivariable analyses. We did not find any associations between CXCL13 and age, sex, clinical symptoms, duration of symptoms, AI or the detection of Borrelia garinii . Conclusions: High levels of CSF CXCL13 are present in the early phase of LNB and correlate with the level of CSF WBC and protein. Our results indicate that CSF CXCL13 in children evaluated for LNB can be interpreted independently of clinical features or duration of symptoms.",1645,0,0,1,0,en,en,
1324,jddg: journal der deutschen dermatologischen gesellschaft,"Hautentzündungen mit Arthritis, Synovitis und Enthesitis. Teil 2: Rheumatoide Arthritis, reaktive Arthritis, Morbus Reiter, Lyme-Borreliose, Dermatomyositis und Lupus erythematodes","['Christoph M. Schempp', 'Franziska Schauer', 'Christian K. Huhn', 'Nils Venhoff', 'Stephanie Finzel']",10.1111/ddg.13761_g,2019.0,0,journal-article,503 response,12,0,0,1,0,de,de,
1325,jddg: journal der deutschen dermatologischen gesellschaft,"Skin inflammation associated with arthritis, synovitis and enthesitis. Part 2: rheumatoid arthritis, reactive arthritis, Reiter's syndrome, Lyme borreliosis, dermatomyositis and lupus erythematosus","['Christoph M. Schempp', 'Franziska Schauer', 'Christian K. Huhn', 'Nils Venhoff', 'Stephanie Finzel']",10.1111/ddg.13761,2019.0,2,journal-article,503 response,12,0,0,1,0,de,en,
1326,medicina clínica,Idoneidad del análisis serológico de la enfermedad de Lyme en una cohorte urbana,"['David Lobo-Prat', 'Hèctor Corominas', 'Virginia Pomar']",10.1016/j.medcli.2020.08.010,2020.0,0,journal-article,No abstract found,17,0,0,1,0,es,es,
1327,nursing standard,Lyme disease: what to look for and what to advise patients,['Erin Dean'],10.7748/ns.35.8.14.s11,2020.0,0,journal-article,No response,11,0,0,1,0,id,en,
1328,critical care medicine,423: A Rare Pediatric Case of Fatal Lyme Carditis Requiring Extracorporeal Membrane Oxygenation Support,"['Kelly Lyons', 'Hayley Hardin', 'Natalie Henderson']",10.1097/01.ccm.0000727580.16296.61,2020.0,0,journal-article,Previous Abstract Next Abstract,31,0,0,1,0,ro,en,
1329,innovait: education and inspiration for general practice,NICE Nuggets,"['Rachel Neary-Jones', 'James LaBouchardiere', 'Judith Richardson', 'Daniel Jones']",10.1177/1755738020939979,2020.0,0,journal-article,No response,11,0,0,1,0,en,no,
1330,critical care medicine,381: The Tick and the Ticker: A Rare Case of Lyme Perimyocarditis,"['Naga Vaishnavi Gadela', 'Dimitrios Drekolias', 'Evan Wasserman', 'Karthik Gonuguntla', 'Nikola Perosevic']",10.1097/01.ccm.0000727412.35001.06,2020.0,0,journal-article,Previous Abstract Next Abstract,31,0,0,1,0,ro,en,
1331,american journal of gastroenterology,S2863 Unique Case of Gastroparesis in a Chronic Lyme Disease Patient,"['Austin H. Qasawa', 'Tom Pietrowsky', 'Syed-Mohammed Jafri']",10.14309/01.ajg.0000713500.66848.22,2020.0,0,journal-article,No response,11,0,0,1,0,en,en,
1332,american journal of gastroenterology,S2237 Lyme Arthritis Mimicking Inflammatory Bowel Disease-Associated Arthritis in Patient With Crohn’s Disease,"['Khola Qamar', 'Abhinav Tiwari', 'Ankit Arora']",10.14309/01.ajg.0000710996.87550.4f,2020.0,0,journal-article,No response,11,0,0,1,0,en,en,
1333,the journal of emergency medicine,"Merging Patches, an Atypical Presentation of Disseminated Cutaneous Lyme Disease: A Case Report","['Cristian Toarta', 'Isaac Bogoch', 'David Carr']",10.1016/j.jemermed.2020.08.002,2020.0,0,journal-article,,0,0,0,1,0,en,en,
1334,revue du rhumatisme,Auto-diagnostic sur internet de la maladie de Lyme ayant causé le décès d’une femme atteinte de lupus érythémateux systémique,"['Zuzana Strizova', 'Ondrej Patek', 'Lenka Vitova', 'Miroslava Horackova', 'Jirina Bartunkova']",10.1016/j.rhum.2019.11.002,2020.0,0,journal-article,No abstract found,17,0,0,1,0,fr,fr,
1335,nursing made incredibly easy!,Living with Lyme disease,,10.1097/01.nme.0000755896.12134.c7,2021.0,0,journal-article,,0,0,0,1,0,en,en,
1336,science,Lizards may be protecting people from Lyme disease in the southeastern United States,['Harini Barath'],10.1126/science.abg9295,2021.0,0,journal-article,No abstract found,17,0,0,1,0,fr,en,
1337,revue du rhumatisme,Maladie de Lyme : « la fin des controverses ? »,"['Guillaume Coiffier', 'Pierre Tattevin']",10.1016/j.rhum.2020.12.002,2021.0,0,journal-article,No abstract found,17,0,0,1,0,fr,fr,
1338,journal of investigative dermatology,550 Inpatient burden of Lyme Disease in Skin of Color,"['R. Khanna', 'S.S. Makhani', 'B. Nguyen']",10.1016/j.jid.2021.02.577,2021.0,0,journal-article,,0,0,0,1,0,en,en,
1339,journal of investigative dermatology,196 Rare presentation of Vesiculobullous Lyme Disease: A case series,"['H. Doughty', ""K. O'Hern"", 'D. Barton', 'J. Carter']",10.1016/j.jid.2021.02.217,2021.0,0,journal-article,,0,0,0,1,0,en,en,
1340,nursing made incredibly easy!,Living with Lyme disease,"['Lucy Adams', 'Michael M. Evans', 'Kiernan Riley', 'Kaléi Kowalchik', 'Megan Lucey', 'Logan DeSanto']",10.1097/01.nme.0000753044.66974.b1,2021.0,0,journal-article,TypeError,9,0,0,1,0,en,en,
1341,journal of infection,Insufficient evidence to advise a single dose of doxycycline to prevent Lyme disease from an Ixodes tick bite.,"['Daniel J. Cameron', 'Elizabeth Louise Maloney']",10.1016/j.jinf.2020.07.014,2021.0,0,journal-article,,0,0,0,1,0,en,en,
1342,journal of microbiological methods,C6 peptide enzyme immunoassay in Lyme borreliosis serology,"['Meri Rouhiainen', 'Annukka Pietikäinen', 'Elisa Kortela', 'Mari J. Kanerva', 'Jarmo Oksi', 'Jukka Hytönen']",10.1016/j.mimet.2020.106122,2021.0,0,journal-article,"The cut-off values used in C6 peptide-based enzyme immunoassay (EIA), a widely used test in Lyme borreliosis (LB) serology, have not been thoroughly analysed. The objective of the study was to examine the performance of the C6 EIA, and to determine optimal cut-off values for the test. The analysed data contained results of 1368 serum samples. C6 EIA index values were compared statistically with the immunoblot (IB) test results. The identified cut-off values were further tested in a well-defined LB patient cohort. Cut-off value 1.6 appeared to be optimal when C6 EIA was used as a stand-alone test. When using C6 EIA as the first-tier test, the optimal cut-off values were 0.9 and 2.4 for negative and positive results. When C6 EIA was used as a second-tier test, samples yielding C6 index values ≥3.0 could be considered positive. The identified cut-off values had also a high sensitivity to identify seropositivity among definite LB patients. The identified cut-off values refine the role of C6 EIA in LB serology. Importantly, the use of C6 EIA leads to a reduction in the number of samples that need to be analysed using an IB, thus also reducing the costs. Two alternative workflows for LB serology including the C6 EIA are suggested.",1244,0,0,1,0,en,en,
1343,mayo clinic proceedings,Devastating Neurological Injury as a Result of Treatment of “Chronic Lyme Disease”,"['Sarah Frankl', 'Peter N. Hadar', 'Aleksandra Yakhkind', 'Adam Edward Lang', 'Danielle K. Sandsmark']",10.1016/j.mayocp.2021.05.011,2021.0,1,journal-article,,0,0,0,1,0,en,en,
1344,veterinary parasitology,"Prevalence of Dirofilaria immitis, Ehrlichia canis, and Borrelia burgdorferi in pet dogs, racing greyhounds, and shelter dogs in Florida","[{'name': 'N. Tzipory', 'affiliation': 'University of Florida, Gainesville, United States'}]",10.1016/j.vetpar.2010.03.016,2010.0,29,Article,"Arthropod vectors of canine infectious diseases are present throughout Florida. Since crowded housing has the potential to bring vectors and infected dogs into close proximity, it is possible that prevalence of infection is higher in intensely housed dogs. In this study, the seroprevalence of Dirofilaria immitis , Ehrlichia canis , and Borrelia burgdorferi in dogs residing in two types of intensive housing, greyhound kennels and animal shelters, was compared to dogs residing in low-intensity housing, private homes. Serum was collected from a cross-section of 1500 adult dogs from Florida, including 500 pet dogs referred to the Veterinary Medical Center of the College of Veterinary Medicine at the University of Florida, 500 racing greyhounds, and 500 dogs residing in animal shelters. Serum was tested for D. immitis antigen, E. canis antibodies, and B. burgdorferi antibodies by ELISA. Seroprevalence of D. immitis was significantly higher (14.6%) in shelter dogs and in pet dogs (1.4%) than in racing greyhounds (0.2%) ( P < 0.04). There were no significant differences in the seroprevalence of E. canis (0.4–1.6%) or B. burgdorferi (0–0.8%) among the groups. There was no association of sex or age with D. immitis infection, but pit bull type dogs were more than twice as likely to be infected than other breeds ( P = 0.003). Evidence for vector-borne infections, particularly D. immitis , was found in dogs throughout the state. The prevalence was greatest for D. immitis infection in shelter dogs, likely due to lack of preventive medications prior to impoundment. Although heartworm infection is considered to be a treatable condition, insufficient resources in shelters may lead to euthanasia of infected dogs that would otherwise be considered adoptable.",1770,0,0,0,1,lt,en,
1345,medical and veterinary entomology,Established and emerging pathogens in Ixodes ricinus ticks collected from birds on a conservation island in the Baltic Sea,"[{'name': 'J. Franke', 'affiliation': 'Friedrich-Schiller-Universität Jena, Jena, Germany'}]",10.1111/j.1365-2915.2010.00905.x,2010.0,25,Article,503 response,12,0,0,0,1,en,en,
1346,veterinary parasitology,Tick-borne infections in dogs-An emerging infectious threat,"[{'name': 'B. Chomel', 'affiliation': 'University of California, Davis, Davis, United States'}]",10.1016/j.vetpar.2011.03.040,2011.0,98,Article,"Many viral, bacterial and parasitic pathogens have been associated with tick transmission, including several recently identified pathogens in both humans and domestic animals, especially dogs. The emergence in dogs of these tick-borne infections has a multi factorial origin. Better animal care, better diagnostic tools, and a broader distribution of the vectors in favorable habitats through population migrations including travel with owned pets, translocation or commercial trade of pet dogs, are some of the factors contributing to the emergence and recognition of these new pathogens. The present review focuses on the recent epidemiological studies which support the emergence or re-emergence of tick-borne pathogens in dogs around the world, as well as give some insight on newly recognized potentially tick-borne pathogens, such as Bartonella infections.",862,0,0,0,1,lt,en,
1347,journal of microbiological methods,Multiplex PCR as a tool for validating plasmid content of Borrelia burgdorferi,"[{'name': 'I. Bunikis', 'affiliation': 'Umeå Universitet, Umea, Sweden'}]",10.1016/j.mimet.2011.05.004,2011.0,64,Article,"Borrelia burgdorferi has an unusual genomic structure containing 21 plasmids. These plasmids carry genes that are essential for infectivity and survival of the spirochetes in vivo . Several plasmids are lost during cultivation in vitro , which might lead to a heterogeneous population after multiple passages and loss of infectivity in laboratory animals. Herein, we present a simple and inexpensive multiplex PCR method that detects the complete plasmid profile of B. burgdorferi B31 in just two PCR tubes.",507,0,0,0,1,en,en,
1348,critical care medicine,Heparin-binding protein: A diagnostic marker of acute bacterial meningitis,"[{'name': 'A. Linder', 'affiliation': 'Skånes universitetssjukhus, Lund, Sweden'}]",10.1097/ccm.0b013e318206c396,2011.0,43,Article,"Background: The early detection of bacterial meningitis is crucial for successful outcome. Heparin-binding protein, a potent inducer of increased vascular permeability, is released from activated neutrophils in severe sepsis. Objective: In this study we investigated whether heparin-binding protein levels in cerebrospinal fluid could be used as a diagnostic marker for acute bacterial meningitis. Design: One prospective and one retrospective patient cohort from two university hospitals in Sweden were analyzed. Setting and Patients: Cerebrospinal fluid samples were collected from 174 patients with suspected central nervous system infection. Thirty-seven patients with acute community-acquired bacterial meningitis, four patients with neurosurgical bacterial meningitis, 29 patients with viral meningitis or encephalitis, seven patients with neuroborreliosis, and 97 control patients were included. Interventions: None. Measurements and Main Results: Cerebrospinal fluid samples were analyzed for the concentrations of heparin-binding protein, lactate, protein, glucose, neutrophils, and mononuclear cells. Heparin-binding protein levels were significantly higher ( p < .01) in patients with acute bacterial meningitis (median 376 ng/mL, range 12–858 ng/mL) than in patients with viral central nervous system infection (median 4.7 ng/mL, range 3.0–41 ng/mL) or neuroborreliosis (median 3.6 ng/mL, range 3.2–10 ng/mL) or in control patients with a normal cerebrospinal fluid cell count (median 3.5 ng/mL, range 2.4–8.7 ng/mL). In the prospectively studied group, a heparin-binding protein concentration exceeding 20 ng/mL gave a sensitivity of 100%, a specificity of 99.2%, and positive and negative predictive values of 96.2% and 100%, respectively, in diagnosing acute bacterial meningitis. The area under the receiver-operating characteristic curve for heparin-binding protein was 0.994, which was higher than for the other investigated parameters. Conclusion: Elevated cerebrospinal fluid levels of heparin-binding protein distinguish between patients with acute bacterial meningitis and patients with other central nervous system infections.",2149,0,0,0,1,ro,en,
1349,bmc microbiology,Comparative molecular analyses of Borrelia burgdorferi sensu stricto strains B31 and N40D10/E9 and determination of their pathogenicity,"[{'name': 'K. Chan', 'affiliation': 'Rutgers New Jersey Medical School, Newark, United States'}]",10.1186/1471-2180-12-157,2012.0,15,Article,"Background. Lyme disease in the United States is caused primarily by B. burgdorferi sensu stricto while other species are also prevalent in Europe. Genetic techniques have identified several chromosomal and plasmid-borne regulatory and virulence factors involved in Lyme pathogenesis. B31 and N40 are two widely studied strains of B. burgdorferi, which belong to two different 16 S-23 S r RNA s pacer t ypes (RST) and outer surface protein C (OspC) allelic groups. However, the presence of several known virulence factors in N40 has not been investigated. This is the first comprehensive study that compared these two strains both in vitro and using the mouse model of infection. Results. Phylogenetic analyses predict B31 to be more infectious. However, our studies here indicate that N40D10/E9 is more infectious than the B31 strain at lower doses of inoculation in the susceptible C3H mice. Based-upon a careful analyses of known adhesins of these strains, it is predicted that the absence of a known fibronectin-glycosaminoglycan binding adhesin, bbk32 , in the N40 strain could at least partially be responsible for reduction in its binding to Vero cells in vitro . Nevertheless, this difference does not affect the infectivity of N40D10/E9 strain. The genes encoding known regulatory and virulence factors critical for pathogenesis were detected in both strains. Differences in the protein profiles of these B. burgdorferi strains in vitro suggest that the novel, differentially expressed molecules may affect infectivity of B. burgdorferi . Further exacerbation of these molecular differences in vivo could affect the pathogenesis of spirochete strains. Conclusion. Based upon the studies here, it can be predicted that N40D10/E9 disseminated infection at lower doses may be enhanced by its lower binding to epithelial cells at the site of inoculation due to the absence of BBK32. We suggest that complete molecular analyses of virulence factors followed by their evaluation using the mouse infection model should form the basis of determining infectivity and pathogenicity of different strains rather than simple phylogenetic group analyses. This study further emphasizes a need to investigate multiple invasive strains of B. burgdorferi to fully appreciate the pathogenic mechanisms that contribute to Lyme disease manifestations.",2339,0,0,0,1,cy,en,
1350,veterinary parasitology,"Future challenges for parasitology: Vector control and 'One health' in Europe: The veterinary medicinal view on CVBDs such as tick borreliosis, rickettsiosis and canine leishmaniosis","[{'name': 'N. Mencke', 'affiliation': 'Bayer AG, Leverkusen, Germany'}]",10.1016/j.vetpar.2013.04.007,2013.0,42,Article,"The medical as well as the veterinary importance of parasitic arthropods or ectoparasites in general terms, is characterized by the primary or secondary impact on the health of humans and companion animals alike. The parasitic arthropods addressed here are those ectoparasites belong to the class of insects, such as fleas and sand flies, or the subclass of acarids, such as ticks. These parasitic arthropods interact intensively with their hosts by blood feeding. Fleas, sand flies and ticks hold the vector capacity to transmit pathogens such as virus, bacteria or protozoa to cats, dogs and humans. The diseases caused by these pathogens are summarized under the terms canine vector-borne diseases (CVBD), feline vector-borne diseases (FVBD) or metazoonoses. In small animal practice, it is important to understand that the transmitted pathogen may either lead to a disease with clinical signs, or more often to asymptomatic, clinically healthy, or silent infections. Blocking of the vector–host interactions, the blood feeding and subsequently the transmission of pathogens during blood feeding is a key element of CVBD control. The focus of this review is on the current knowledge of the epidemiology of parasitic vectors and three important CVBDs they transmit; rickettsiosis, tick borreliosis and canine leishmaniosis from a European perspective, and how veterinary medicine may contribute to the challenges of CVBDs and their control. Prevention of CVBDs is fundamentally based on ectoparasite control. Ectoparasite management in cats and dogs is important not only for the health and well-being of the individual companion animal but for public health in general and is therefore a perfect example of the ‘One health’ approach.",1736,0,0,0,1,lt,en,
1351,science,C9orf72 repeat expansions cause neurodegeneration in Drosophila through arginine-rich proteins,"[{'name': 'S. Mizielinska', 'affiliation': 'UCL Queen Square Institute of Neurology, London, United Kingdom'}]",10.1126/science.1256800,2014.0,366,Article,"Certain neurodegenerative diseases, including amyotrophic lateral sclerosis (ALS), are associated with expanded dipeptides translated from RNA transcripts of disease-associated genes (see the Perspective by West and Gitler). Kwon et al. show that the peptides encoded by the expanded repeats in the C9orf72 gene interfere with the way cells make RNA and kill cells. These effects may account for how this genetic form of ALS causes disease. Working in Drosophila , Mizielinska et al. aimed to distinguish between the effects of repeat-containing RNAs and the dipeptide repeat peptides that they encode. The findings provide evidence that dipeptide repeat proteins can cause toxicity directly.",692,0,0,0,1,fr,en,
1352,bmc genomics,Integration of Ixodes ricinus genome sequencing with transcriptome and proteome annotation of the naïve midgut,"[{'name': 'W. Cramaro', 'affiliation': 'Laboratoire National de Sante Luxembourg, Luxembourg, Luxembourg'}]",10.1186/s12864-015-1981-7,2015.0,31,Article,"Background. In Europe, Ixodes ricinus ticks are the most important vectors of diseases threatening humans, livestock, wildlife and companion animals. Nevertheless, genomic sequence information is missing and functional annotation of transcripts and proteins is limited. This lack of information is restricting studies of the vector and its interactions with pathogens and hosts. Here we present and integrate the first analysis of the I. ricinus genome with the transcriptome and proteome of the unfed I. ricinus midgut. Methods. Whole genome sequencing was performed on I. ricinus ticks and the sequences were de novo assembled. In parallel, I. ricinus ticks were dissected and the midgut transcriptome sequenced. Both datasets were integrated by transcript discovery analysis to identify putative genes and genome contigs were screened for homology. An alignment-based and a motif-search-based approach were combined for the annotation of the midgut transcriptome. Additionally, midgut proteins were identified and annotated by mass spectrometry with public databases and the in-house built transcriptome database as references and results were cross-validated. Results. The de novo assembly of 1 billion DNA sequences to a reference genome of 393 Mb length provides an unprecedented insight into the I. ricinus genome. A homology search revealed sequences in the assembled genome contigs homologous to 89 % of the I. scapularis genome scaffolds indicating coverage of most genome regions. We identified moreover 6,415 putative genes. More than 10,000 transcripts from naïve midgut were annotated with respect of predicted function and/or cellular localization. By combining an alignment-based with a motif-search-based annotation approach, we doubled the number of annotations throughout all functional categories. In addition, 574 gel spots were significantly identified by mass spectrometry ( p < 0.05) and 285 distinct proteins expressed in the naïve midgut were annotated functionally and/or for cellular localization. Our systems approach reveals a midgut metabolism of the unfed tick that is prepared to sense and process an anticipated blood meal. Conclusions. This multiple-omics study vastly extends the publicly available DNA and RNA databases for I. ricinus , paving the way for further in-depth analysis of the most important European disease vector and its interactions with pathogens and hosts.",2411,0,0,0,1,ca,en,
1353,bmc genomics,Whole genome capture of vector-borne pathogens from mixed DNA samples: A case study of Borrelia burgdorferi,"[{'name': 'G. Carpi', 'affiliation': 'Yale University, New Haven, United States'}]",10.1186/s12864-015-1634-x,2015.0,24,Article,"Background. Rapid and accurate retrieval of whole genome sequences of human pathogens from disease vectors or animal reservoirs will enable fine-resolution studies of pathogen epidemiological and evolutionary dynamics. However, next generation sequencing technologies have not yet been fully harnessed for the study of vector-borne and zoonotic pathogens, due to the difficulty of obtaining high-quality pathogen sequence data directly from field specimens with a high ratio of host to pathogen DNA. Results. We addressed this challenge by using custom probes for multiplexed hybrid capture to enrich for and sequence 30 Borrelia burgdorferi genomes from field samples of its arthropod vector. Hybrid capture enabled sequencing of nearly the complete genome (~99.5 %) of the Borrelia burgdorferi pathogen with 132-fold coverage, and identification of up to 12,291 single nucleotide polymorphisms per genome. Conclusions. The proprosed culture-independent method enables efficient whole genome capture and sequencing of pathogens directly from arthropod vectors, thus making population genomic study of vector-borne and zoonotic infectious diseases economically feasible and scalable. Furthermore, given the similarities of invertebrate field specimens to other mixed DNA templates characterized by a high ratio of host to pathogen DNA, we discuss the potential applicabilty of hybrid capture for genomic study across diverse study systems.",1439,0,0,0,1,ca,en,
1354,medical and veterinary entomology,"Borrelia burgdorferi sensu lato and co-infections with Anaplasma phagocytophilum and Rickettsia spp. in Ixodes ricinus in Hamburg, Germany","[{'name': 'K. May', 'affiliation': 'Tierärztliche Hochschule Hannover, Hannover, Germany'}]",10.1111/mve.12125,2015.0,23,Article,503 response,12,0,0,0,1,en,en,
1355,ophthalmology,Serologically Confirmed Zika-Related Unilateral Acute Maculopathy in an Adult,"[{'name': 'D. Parke', 'affiliation': 'VitreoRetinal Surgery, Minneapolis, United States'}]",10.1016/j.ophtha.2016.06.039,2016.0,42,Article,,0,0,0,0,1,en,en,
