,publication,title,authors,doi,year,cites,type,abstract,article_url,fulltext_url,abstractLength,crossref
2226,Revista Brasileira de Reumatologia,Doença de Lyme e artrite idiopática juvenil – Relato de caso clínico pediátrico,"['Mário Correia de Sá', 'Catarina Moreira', 'Cláudia Melo', 'Álvaro Sousa', 'Sónia Carvalho']",10.1016/j.rbr.2015.08.003,2017,1,journal-article,,http://dx.doi.org/10.1016/j.rbr.2015.08.003,http://api.elsevier.com/content/article/PII:S0482500415001266,,1
2227,Nature Reviews Disease Primers,Correction: Lyme borreliosis,"['Allen C. Steere', 'Strle Franc', 'Gary P. Wormser', 'Linden T. Hu', 'John A. Branda', 'Joppe W. R. Hovius', 'Xin Li', 'Paul S. Mead']",10.1038/nrdp.2017.62,2017,3,journal-article,,http://dx.doi.org/10.1038/nrdp.2017.62,http://www.nature.com/articles/nrdp201762.pdf,,1
2228,Pferdeheilkunde Equine Medicine,"Lyme Disease in the Horse – A current literature study considering methods of diagnosis and treatment, as well as preventive measures","['B Lehmann', 'R K Straubinger', 'H Gehlen']",10.21836/pem20170406,2017,1,journal-article,,http://dx.doi.org/10.21836/pem20170406,,,1
2229,Current Research in Complementary & Alternative Medicine,Treatment of Pain Associated with Lyme Disease Neuralgia Using Perineural Injection Therapy: A Case Report,"['Jeffrey Langland', 'Samar Riaz', 'Amoz Van Dyke', 'Forrest Beck']",10.29011/2577-2201/100019,2017,0,journal-article,,http://dx.doi.org/10.29011/2577-2201/100019,,,1
2230,"Journal of agricultural, environmental and veterinary sciences",Investigation of A Potential Relationship Between Wild Bird Populations and Human Lyme Disease Rate in Connecticut from 1991-2002,['Tamam Al- Ali'],10.26389/ajsrp.a261216,2017,0,journal-article,"Lyme disease is the most common tick-borne disease in North America. Borrelia burgdorferi, is the pathogen, and the black-legged tick carries the bacteria and spreads it when feeding on the blood of animals and humans. At least 70 passerine species and one species of woodpecker in North American are parasitized by immature black-legged ticks. This hypothesis predicts that there would be a positive relationship between Lyme disease rates and bird numbers that infected with the pathogen, and there would be no relationship between Lyme disease rate and bird numbers that not known to be infected with the pathogen. I depended on the North American Breeding Bird Survey (BBS) to get bird species for 14 routes across Connecticut, and on the Connecticut DHS to get Lyme disease rates for the time period of the study (1991-2002). My bird data were: one group that included all 17 bird species that carry the pathogen, two species separately that are known to become infected by Lyme pathogen (American Robin and Gray Catbird), and a control species not known to carry the pathogen (American Redstart). I found significant positive relationships between bird numbers and human Lyme disease rate in two routes for the SCLP group, one route for American Robin, three routes for Gray Catbird, and two routes for American Redstart. Only Gray Catbird had a significant negative relationship with human Lyme disease rate in one route. Based on the positive relationships that appeared for American Redstart, the control species, and the few significant relationships for birds known to carry the pathogen, I reject the hypothesis that there is a strong relationship between numbers of birds that could be infected with B. burgdorferi and the rate of Lyme disease in people as measured by the methods used in this study.",http://dx.doi.org/10.26389/ajsrp.a261216,,1813.0,1
2231,PLOS ONE,The novel Lyme borreliosis vaccine VLA15 shows broad protection against Borrelia species expressing six different OspA serotypes,"['Pär Comstedt', 'Wolfgang Schüler', 'Andreas Meinke', 'Urban Lundberg']",10.1371/journal.pone.0184357,2017,27,journal-article,,http://dx.doi.org/10.1371/journal.pone.0184357,http://dx.plos.org/10.1371/journal.pone.0184357,,1
2232,PM&R,Challenging Diagnosis and Inpatient Rehabilitation of Acute Bilateral Neuralgic Amyotrophy Possibly Attributed to Lyme Disease: A Case Report,"['Shangming Zhang', 'Lucy Q. Zhang', 'Megan Wright', 'David R. Gater']",10.1016/j.pmrj.2017.11.018,2017,1,journal-article,,http://dx.doi.org/10.1016/j.pmrj.2017.11.018,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1016%2Fj.pmrj.2017.11.018,,1
2233,Frontiers in Neurology,Cerebrovascular Manifestations of Lyme Neuroborreliosis—A Systematic Review of Published Cases,"['Adam Garkowski', 'Joanna Zajkowska', 'Agata Zajkowska', 'Alina Kułakowska', 'Olga Zajkowska', 'Bożena Kubas', 'Dorota Jurgilewicz', 'Marcin Hładuński', 'Urszula Łebkowska']",10.3389/fneur.2017.00146,2017,27,journal-article,,http://dx.doi.org/10.3389/fneur.2017.00146,http://journal.frontiersin.org/article/10.3389/fneur.2017.00146/full,,1
2234,Hong Kong Medical Journal,Three cases of early-stage localised Lyme disease,"['Mahizer Yaldiz', 'Teoman Erdem', 'Fatma H Dilek']",10.12809/hkmj144416,2017,1,journal-article,,http://dx.doi.org/10.12809/hkmj144416,https://www.hkmj.org/system/files/hkmj144416.pdf,,1
2235,Molecular Microbiology,Analysis of recombinational switching at the antigenic variation locus of the Lyme spirochete using a novel PacBio sequencing pipeline,"['Theodore B. Verhey', 'Mildred Castellanos', 'George Chaconas']",10.1111/mmi.13873,2017,17,journal-article,,http://dx.doi.org/10.1111/mmi.13873,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fmmi.13873,,1
2236,Annals of Agricultural and Environmental Medicine,"Design, construction and evaluation of multi-epitope antigens for diagnosis of Lyme disease","['Eva Schreterova', 'Mangesh Bhide', 'Lenka Potocnakova', 'Lucia Borszekova Pulzova']",10.26444/aaem/80699,2017,1,journal-article,,http://dx.doi.org/10.26444/aaem/80699,http://www.journalssystem.com/aaem/pdf-80699-17079?filename=OF_84.pdf,,1
2237,Revista Brasileira de Reumatologia (English Edition),Lyme disease and juvenile idiopathic arthritis – A pediatric case report,"['Mário Correia de Sá', 'Catarina Moreira', 'Cláudia Melo', 'Álvaro Sousa', 'Sónia Carvalho']",10.1016/j.rbre.2015.09.006,2017,1,journal-article,,http://dx.doi.org/10.1016/j.rbre.2015.09.006,https://api.elsevier.com/content/article/PII:S2255502115001091,,1
2238,European Psychiatry,Psychosis and/or Lyme disease: There is more than meets the eye,"['M.J. Peixoto', 'S. Timóteo', 'I. Moreira', 'C. Cochat', 'A. Silva', 'A. Bastos-Leite', 'C. Silveira']",10.1016/j.eurpsy.2017.01.1234,2017,0,journal-article,"Introduction: Lyme disease (LD) caused by the spirochete Borrelia burgdorferi (Bb) results from human contact with rural environments and is transmitted by infected ticks (Ixodes spp.) Objectives/aims: To report a case with LD and to highlight the importance of differential diagnosis in a first psychotic episode. Methods: Case report and systematic review of the literature. Results: We report a case of a 19-year-old man that was admitted because of strange behaviour with alienation, perplexity and persecutory delusions. He had one previous admission to an inpatient unit two years prior and was diagnosed with psychosis not otherwise specified. After being admitted to the psychiatric ward a medical work up was completed. The patient had had a long stay in a rural environment; so anti-body specific to Bb was ordered and came positive. LD was diagnosed based on cerebral magnetic resonance imaging (MRI) findings and the presence of Bb in the cerebrospinal fluid. During treatment with anti-psychotic and antibiotic there was a noticeable clinical amelioration correlated with improvement of MRI's perfusion patterns. Conclusions: LD is relatively rare, but physicians need to be aware of typical neuropsychiatric symptoms, given that they may occur months to years after the initial infection. Prompt diagnosis and effective treatment are crucial to avoid the possibly irreversible mental illness. In the evaluation of a first psychotic episode LD should be considered and excluded, principally if there's an epidemiological context and no psychiatric family history. MRI may be another useful asset in the diagnostic evaluation of this condition. Disclosure of interest: The authors have not supplied their declaration of competing interest.",http://dx.doi.org/10.1016/j.eurpsy.2017.01.1234,https://api.elsevier.com/content/article/PII:S092493381731249X,1751.0,1
2239,Médecine et Maladies Infectieuses,"Neuroborréliose (NB) et arthrite de Lyme (AL), une série de 19 patients. Quelles séquelles à moyen terme ?","['A. Le Bot', 'S. Haouisse', 'N. Rouzic', 'A. Lorleac’h']",10.1016/j.medmal.2017.03.166,2017,0,journal-article,,http://dx.doi.org/10.1016/j.medmal.2017.03.166,https://api.elsevier.com/content/article/PII:S0399077X17303177,,1
2240,Case Reports in Infectious Diseases,A Case of Early Disseminated Neurological Lyme Disease Followed by Atypical Cutaneous Manifestations,"['Vamsi Kantamaneni', 'Vikas Sunder', 'Mohammad Bilal', 'Scott Vargo']",10.1155/2017/6598043,2017,1,journal-article,Lyme disease (LD) is a tick-borne illness caused by,http://dx.doi.org/10.1155/2017/6598043,http://downloads.hindawi.com/journals/criid/2017/6598043.pdf,51.0,1
2241,Value in Health,Cost-Effectiveness Of A Potential Combined Vaccine Against Lyme Borreliosis And Tick-Borne Encephalitis In Slovenia,"['J Mihajlović', 'JW Hovius', 'H Sprong', 'F Strle', 'P Bogovič', 'MJ Postma']",10.1016/j.jval.2017.08.2318,2017,1,journal-article,,http://dx.doi.org/10.1016/j.jval.2017.08.2318,https://api.elsevier.com/content/article/PII:S1098301517326529,,1
2242,Journal of Neuroinflammation,Intrathecal Th17- and B cell-associated cytokine and chemokine responses in relation to clinical outcome in Lyme neuroborreliosis: a large retrospective study,"['Paula Gyllemark', 'Pia Forsberg', 'Jan Ernerudh', 'Anna J. Henningsson']",10.1186/s12974-017-0789-6,2017,15,journal-article,,http://dx.doi.org/10.1186/s12974-017-0789-6,http://link.springer.com/content/pdf/10.1186/s12974-017-0789-6.pdf,,1
2243,Journal of Community Hospital Internal Medicine Perspectives,Concurrent babesiosis and serological evidence of Lyme disease in a young patient,"['Mark Adler', 'Thein Swe', 'Akari Thein Naing']",10.1080/20009666.2017.1299398,2017,0,journal-article,,http://dx.doi.org/10.1080/20009666.2017.1299398,https://www.tandfonline.com/doi/pdf/10.1080/20009666.2017.1299398,,1
2244,Parasites & Vectors,No evidence of Borrelia mayonii in an endemic area for Lyme borreliosis in France,"['Pierre H. Boyer', 'Sylvie J. De Martino', 'Yves Hansmann', 'Laurence Zilliox', 'Nathalie Boulanger', 'Benoît Jaulhac']",10.1186/s13071-017-2212-7,2017,2,journal-article,,http://dx.doi.org/10.1186/s13071-017-2212-7,http://link.springer.com/content/pdf/10.1186/s13071-017-2212-7.pdf,,1
2245,Irish Journal of Medical Science (1971 -),Geographic distribution and incidence of Lyme borreliosis in the west of Ireland,"['A. Vellinga', 'H. Kilkelly', 'J. Cullinan', 'B. Hanahoe', 'M. Cormican']",10.1007/s11845-017-1700-2,2017,2,journal-article,,http://dx.doi.org/10.1007/s11845-017-1700-2,http://link.springer.com/content/pdf/10.1007/s11845-017-1700-2.pdf,,1
2246,Polish Annals of Medicine,Role of phrenic nerve in respiratory distress secondary to Lyme neuroborreliosis,"['Gautam Dagur', 'Kelly Warren', 'Min Lea', 'Sahana Pentyala', 'Krupali Chokshi', 'Srinivas Pentyala', 'Sardar A. Khan']",10.1016/j.poamed.2016.04.002,2017,0,journal-article,,http://dx.doi.org/10.1016/j.poamed.2016.04.002,http://api.elsevier.com/content/article/PII:S1230801316300091,,1
2247,Diagnostic Microbiology and Infectious Disease,"Commentary Re: a critical appraisal of the mild axonal peripheral neuropathy of late neurologic Lyme disease, by Wormser et al. DMID 2016",['Rosalie Greenberg'],10.1016/j.diagmicrobio.2017.01.017,2017,0,journal-article,,http://dx.doi.org/10.1016/j.diagmicrobio.2017.01.017,https://api.elsevier.com/content/article/PII:S0732889317300366,,1
2248,Medical Studies,Can allergy affect the course of Lyme disease? A case report,"['Małgorzata A. Czarny-Działak', 'Jarosław Chmielewski', 'Martyna Głuszek-Osuch', 'Anna Słuszniak']",10.5114/ms.2017.72483,2017,0,journal-article,,http://dx.doi.org/10.5114/ms.2017.72483,https://www.termedia.pl/doi_ft/10.5114/ms.2017.72483,,1
2250,British Journal of General Practice,Lyme disease and Bell’s palsy: an epidemiological study of diagnosis and risk in England,"['Lilli Cooper', 'Michael Branagan-Harris', 'Richard Tuson', 'Charles Nduka']",10.3399/bjgp17x690497,2017,15,journal-article,"Background: Lyme disease is caused by a tick-borne spirochaete of the Aim: To produce an accurate map of Lyme disease diagnosis in England and to identify patients at risk of developing associated facial nerve palsy, to enable prevention, early diagnosis, and effective treatment. Design and setting: Hospital episode statistics (HES) data in England from the Health and Social Care Information Centre were interrogated from April 2011 to March 2015 for International Classification of Diseases 10th revision (ICD-10) codes A69.2 (Lyme disease) and G51.0 (Bell’s palsy) in isolation, and as a combination. Method: Patients’ age, sex, postcode, month of diagnosis, and socioeconomic groups as defined according to the English Indices of Deprivation (2004) were also collected. Results: Lyme disease hospital diagnosis increased by 42% per year from 2011 to 2015 in England. Higher incidence areas, largely rural, were mapped. A trend towards socioeconomic privilege and the months of July to September was observed. Facial palsy in combination with Lyme disease is also increasing, particularly in younger patients, with a mean age of 41.7 years, compared with 59.6 years for Bell’s palsy and 45.9 years for Lyme disease ( Conclusion: Healthcare practitioners should have a high index of suspicion for Lyme disease following travel in the areas shown, particularly in the summer months. The authors suggest that patients presenting with facial palsy should be tested for Lyme disease.",http://dx.doi.org/10.3399/bjgp17x690497,https://syndication.highwire.org/content/doi/10.3399/bjgp17X690497,1483.0,1
2251,Clinical Infectious Diseases,"Characteristics and Clinical Outcome of Lyme Neuroborreliosis in a High Endemic Area, 1995–2014: A Retrospective Cohort Study in Denmark","['Fredrikke Christie Knudtzen', 'Nanna Skaarup Andersen', 'Thøger Gorm Jensen', 'Sigurdur Skarphédinsson']",10.1093/cid/cix568,2017,39,journal-article,,http://dx.doi.org/10.1093/cid/cix568,http://academic.oup.com/cid/article-pdf/65/9/1489/21299405/cix568.pdf,,1
2252,Journal of the Neurological Sciences,Cerebral vasculitis and stroke due to Lyme neuroborreliosis: A favorable clinical outcome after early antibiotic treatment,"['Meinie Seelen', 'Ido R. van den Wijngaard', 'Rob S. Rundervoort']",10.1016/j.jns.2017.01.067,2017,4,journal-article,,http://dx.doi.org/10.1016/j.jns.2017.01.067,https://api.elsevier.com/content/article/PII:S0022510X17300771,,1
2253,Spatial and Spatio-temporal Epidemiology,"Using exploratory data analysis to identify and predict patterns of human Lyme disease case clustering within a multistate region, 2010–2014","['Brian Hendricks', 'Miguella Mark-Carew']",10.1016/j.sste.2016.12.003,2017,9,journal-article,,http://dx.doi.org/10.1016/j.sste.2016.12.003,https://api.elsevier.com/content/article/PII:S187758451630079X,,1
2254,British Journal of Dermatology,A foot tumour as late cutaneous Lyme borreliosis: a new entity?,"['O. Bauvin', 'J.-L. Schmutz', 'S. De Martino', 'T. Busato', 'B. Cribier', 'A. Barbaud', 'D. Wahl', 'A.-C. Bursztejn']",10.1111/bjd.15633,2017,6,journal-article,,http://dx.doi.org/10.1111/bjd.15633,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fbjd.15633,,1
2256,SIAM Journal on Applied Dynamical Systems,Dynamics of a Time-Delayed Lyme Disease Model with Seasonality,"['Xiunan Wang', 'Xiao-Qiang Zhao']",10.1137/16m1087916,2017,20,journal-article,,http://dx.doi.org/10.1137/16m1087916,https://epubs.siam.org/doi/pdf/10.1137/16M1087916,,1
2257,Proceedings of the Institution of Civil Engineers - Civil Engineering,Stabilising Lyme Regis – a strategic approach,"['Roger Moore', 'Geoff Davis', 'Matthew Stannard', 'Nick Browning']",10.1680/jcien.16.00008,2017,4,journal-article,,http://dx.doi.org/10.1680/jcien.16.00008,http://www.icevirtuallibrary.com/doi/pdf/10.1680/jcien.16.00008,,1
2258,Diagnostic Microbiology and Infectious Disease,The impact of strain-specific immunity on Lyme disease incidence is spatially heterogeneous,"['Camilo E. Khatchikian', 'Robert B. Nadelman', 'John Nowakowski', 'Ira Schwartz', 'Gary P. Wormser', 'Dustin Brisson']",10.1016/j.diagmicrobio.2017.08.015,2017,0,journal-article,,http://dx.doi.org/10.1016/j.diagmicrobio.2017.08.015,https://api.elsevier.com/content/article/PII:S0732889317302675,,1
2259,Ticks and Tick-borne Diseases,Exposure and preventive behaviours toward ticks and Lyme disease in Canada: Results from a first national survey,"['Cécile Aenishaenslin', 'Catherine Bouchard', 'Jules K. Koffi', 'Nicholas H. Ogden']",10.1016/j.ttbdis.2016.10.006,2017,38,journal-article,,http://dx.doi.org/10.1016/j.ttbdis.2016.10.006,https://api.elsevier.com/content/article/PII:S1877959X16301790,,1
2260,PLOS ONE,Influences of Host Community Characteristics on Borrelia burgdorferi Infection Prevalence in Blacklegged Ticks,"['Holly B. Vuong', 'Grace S. Chiu', 'Peter E. Smouse', 'Dina M. Fonseca', 'Dustin Brisson', 'Peter J. Morin', 'Richard S. Ostfeld']",10.1371/journal.pone.0167810,2017,14,journal-article,,http://dx.doi.org/10.1371/journal.pone.0167810,http://dx.plos.org/10.1371/journal.pone.0167810,,1
2261,BMC Public Health,Social-cognitive determinants of the tick check: a cross-sectional study on self-protective behavior in combatting Lyme disease,"['Amy van der Heijden', 'Bob C. Mulder', 'P. Marijn Poortvliet', 'Arnold J. H. van Vliet']",10.1186/s12889-017-4908-1,2017,6,journal-article,,http://dx.doi.org/10.1186/s12889-017-4908-1,http://link.springer.com/content/pdf/10.1186/s12889-017-4908-1.pdf,,1
2262,Pediatric Infectious Disease Journal,Cerebrospinal Fluid B-lymphocyte Chemoattractant CXCL13 in the Diagnosis of Acute Lyme Neuroborreliosis in Children,"['Bjørn Barstad', 'Dag Tveitnes', 'Sølvi Noraas', 'Ingvild Selvik Ask', 'Maryam Saeed', 'Franziskus Bosse', 'Grete Vigemyr', 'Ilka Huber', 'Knut Øymar']",10.1097/inf.0000000000001669,2017,17,journal-article,,http://dx.doi.org/10.1097/inf.0000000000001669,https://journals.lww.com/10.1097/INF.0000000000001669,,1
2263,Journal of Bacteriology & Parasitology,"Lyme Disease Bacterium, Borrelia burgdorferi Sensu Lato, Detected in Multiple Tick Species at Kenora, Ontario, Canada","['John D Scott', 'Kerry L Clark', 'John F Anderson', 'Janet E Foley', 'Monica R Young', 'Lance A Durden']",10.4172/2155-9597.1000304,2017,7,journal-article,,http://dx.doi.org/10.4172/2155-9597.1000304,,,1
2264,Diagnostic Microbiology and Infectious Disease,"Impact of patient age on clinical features, serologic test reactivity and long-term outcome of culture-confirmed early Lyme disease","['Erica Weitzner', 'Paul Visintainer', 'Gary P. Wormser']",10.1016/j.diagmicrobio.2017.09.007,2017,3,journal-article,,http://dx.doi.org/10.1016/j.diagmicrobio.2017.09.007,https://api.elsevier.com/content/article/PII:S073288931730281X,,1
2265,Open Forum Infectious Diseases,"Lyme Disease in Hispanics in Long Island, New York: A New Health Disparity in the U.S.","['Teresa Khoo', 'Amy Spallone', 'Audun Lier', 'Yasin Abul', 'Anna-Marie Wellins', 'Fredric Weinbaum', 'Benjamin Luft', 'Luis A Marcos']",10.1093/ofid/ofx163.715,2017,0,journal-article,"Background: Lyme disease (LD) is the most commonly reported vector-borne illness in the U.S. A risk factor for acquiring LD is the exposure to outdoors. In Long Island, Hispanics compromise a large share of the outdoor occupational workforce. Methods: A retrospective chart review was performed in all patients with ICD-9 or ICD-10 diagnostic codes for LD between 2011–2016 in SHH and 2010–2015 in SBUH. Inclusion criteria was defined as a clinical scenario compatible with LD (erythema migrans -EM, arthritis, central nervous system (CNS) involvement, carditis, meningitis) and serological confirmation by western blot according to CDC (SBUH) or Imugen® (SHH) criteria. Results: Out of 1,026 cases (766 SBUH;260 SHH) that carried a diagnosis of LD, 284 cases (22% Hispanics) met inclusion criteria and were added to final analysis (241 SBUH: 43 SHH). The mean age was 48.8 (SD:17.8) and 48.3 (SD:17.5) years-old in H and NH, respectively (p &gt; 0.05). Most were male (H:62.2%; NH: 54.3%; P = 0.2). In the univariate analysis, headaches were more frequently present in H (42.6%) than in NH (26.6%) (P = 0.015). In the logistic regression analysis, the following symptoms were significantly different between H and NH: headaches (OR 1.17, 96% CI 1.60–6.59, &#x2028;P = 0.001) and peripheral neuropathy (OR 0.38, 95% CI: 0.15-0.96, P = 0.04). Among seasons, H were more frequently diagnosed with Lyme during spring months than NH (H: 26.3% vs. NH: 12.6%, P = 0.03) Conclusion: Hispanics have a greater risk for presenting with headaches and less peripheral neuropathy than NH. Initiation of outdoor work among H may be the reason of this disproportionate presentation of LD symptoms during spring months. These findings may suggest the propensity for Hispanics to go underdiagnosed with LD, despite their high likelihood of exposure through their occupations in this region. Disclosures: All authors: No reported disclosures.",http://dx.doi.org/10.1093/ofid/ofx163.715,http://academic.oup.com/ofid/article-pdf/4/suppl_1/S308/33613320/ofx163.715.pdf,1924.0,1
2266,Analytica Chimica Acta,Succinyl-β-cyclodextrin modified gold biochip improved seroimmunological detection sensitivity for Lyme disease,"['Lei Ye', 'Na-Li Huang', 'Yi-Xin Du', 'Marion Schneider', 'Wei-Dong Du']",10.1016/j.aca.2016.11.050,2017,3,journal-article,,http://dx.doi.org/10.1016/j.aca.2016.11.050,https://api.elsevier.com/content/article/PII:S0003267016314003,,1
2267,Royal Society Open Science,Model-based risk assessment and public health analysis to prevent Lyme disease,"['Nasser Sharareh', 'Nasim S. Sabounchi', 'Amanda Roome', 'Rita Spathis', 'Ralph M. Garruto']",10.1098/rsos.170841,2017,7,journal-article,"The number of Lyme disease (LD) cases in the northeastern United States has been dramatically increasing with over 300 000 new cases each year. This is due to numerous factors interacting over time including low public awareness of LD, risk behaviours and clothing choices, ecological and climatic factors, an increase in rodents within ecologically fragmented peri-urban built environments and an increase in tick density and infectivity in such environments. We have used a system dynamics (SD) approach to develop a simulation tool to evaluate the significance of risk factors in replicating historical trends of LD cases, and to investigate the influence of different interventions, such as increasing awareness, controlling clothing risk and reducing mouse populations, in reducing LD risk. The model accurately replicates historical trends of LD cases. Among several interventions tested using the simulation model, increasing public awareness most significantly reduces the number of LD cases. This model provides recommendations for LD prevention, including further educational programmes to raise awareness and control behavioural risk. This model has the potential to be used by the public health community to assess the risk of exposure to LD.",http://dx.doi.org/10.1098/rsos.170841,https://royalsocietypublishing.org/doi/pdf/10.1098/rsos.170841,1254.0,1
2268,Journal of Neuroinflammation,Receptor tyrosine kinases play a significant role in human oligodendrocyte inflammation and cell death associated with the Lyme disease bacterium Borrelia burgdorferi,"['Geetha Parthasarathy', 'Mario T. Philipp']",10.1186/s12974-017-0883-9,2017,4,journal-article,,http://dx.doi.org/10.1186/s12974-017-0883-9,http://link.springer.com/content/pdf/10.1186/s12974-017-0883-9.pdf,,1
2269,"Infection, Genetics and Evolution",Enzootic origins for clinical manifestations of Lyme borreliosis,"['Setareh Jahfari', 'Aleksandra Krawczyk', 'E. Claudia Coipan', 'Manoj Fonville', 'Joppe W. Hovius', 'Hein Sprong', 'Katsuhisa Takumi']",10.1016/j.meegid.2016.12.030,2017,16,journal-article,,http://dx.doi.org/10.1016/j.meegid.2016.12.030,https://api.elsevier.com/content/article/PII:S1567134816305603,,1
2270,Diagnostic Microbiology and Infectious Disease,A critical appraisal of the mild axonal peripheral neuropathy of late neurologic Lyme disease,"['Gary P. Wormser', 'Franc Strle', 'Eugene D. Shapiro', 'Raymond J. Dattwyler', 'Paul G. Auwaerter']",10.1016/j.diagmicrobio.2016.11.003,2017,19,journal-article,,http://dx.doi.org/10.1016/j.diagmicrobio.2016.11.003,https://api.elsevier.com/content/article/PII:S0732889316303741,,1
2271,Journal of Patient Experience,Motivations and Experiences of Canadians Seeking Treatment for Lyme Disease Outside of the Conventional Canadian Health-Care System,"['Corinne R Boudreau', 'Vett K Lloyd', 'Odette N Gould']",10.1177/2374373517736385,2017,9,journal-article,"Objective:: We aimed to describe the experiences of Canadians who seek diagnosis and treatment for Lyme disease outside of the conventional Canadian health-care system. Methods:: Forty-five individuals who had sought treatment for Lyme disease outside of the conventional Canadian health-care system were recruited from Lyme support and advocacy groups across Canada to answer open-ended questions about their experiences. Results:: Respondents sought treatment outside of the conventional medical system due to extensive diagnostic procedures and treatments that did not resolve symptoms. Escalating health concerns, lack of effective treatment, and stigma produced a sense of abandonment and desperation. Respondents accessed alternative forms of care based on the recommendations of peers, yet considerable financial and emotional stress was experienced. Conclusions:: Many individuals with Lyme or Lyme-like diseases are deeply dissatisfied with the care received within the conventional Canadian health-care system and therefore felt both pushed and pulled to seek treatments either from international physicians using different treatment protocols or from alternative medicine providers in Canada.",http://dx.doi.org/10.1177/2374373517736385,http://journals.sagepub.com/doi/pdf/10.1177/2374373517736385,1203.0,1
2272,Journal of Microbiology & Biology Education,Design of a Lyme Disease Vaccine as an Active Learning Approach in a Novel Interdisciplinary Graduate-Level Course,"['Danielle L. Jessen Condry', 'David S. Bradley', 'Catherine A. Brissette']",10.1128/jmbe.v18i3.1304,2017,0,journal-article,"A biomedical sciences graduate program needed an introductory class that would develop skills for students interested in a wide variety of disciplines, such as microbiology or cancer biology, and a diverse array of biomedical careers. Faculty created a year-long student-centered course, Scientific Discovery, to serve this need. The course was divided into four modules with progressive skill outcomes. Each module had a focus related to each of the major research areas of the collective faculty: molecular biology, biochemistry, neuroscience, and infectious disease. First-year graduate students enter the program with relevant college-level biology and chemistry coursework but not in-depth content knowledge of any of the focus areas. Each module features a biomedical problem for the students to gain specific content knowledge while developing skills outcomes, such as the ability to conduct scholarly inquiry. In 2015, the theme of the infectious disease module was to create an effective human vaccine to prevent Lyme disease. The module required students to learn fundamental concepts of microbiology and immunology and then apply that knowledge to design their own Lyme disease vaccine. The class culminated with students communicating their creative designs in the form of a “white paper” and a pitch to “potential investors.” By the end of the module, students had developed fundamental knowledge, applied that knowledge with great creativity, and met the skills learning outcomes, as evidenced by their ability to conduct scholarly inquiry and apply knowledge gained during this module to a novel problem, as part of their final exam.",http://dx.doi.org/10.1128/jmbe.v18i3.1304,https://journals.asm.org/doi/pdf/10.1128/jmbe.v18i3.1304,1648.0,1
2273,JMIR Public Health and Surveillance,Health Information–Seeking Patterns of the General Public and Indications for Disease Surveillance: Register-Based Study Using Lyme Disease,"['Samuli Pesälä', 'Mikko J Virtanen', 'Jussi Sane', 'Pekka Mustonen', 'Minna Kaila', 'Otto Helve']",10.2196/publichealth.8306,2017,9,journal-article,,http://dx.doi.org/10.2196/publichealth.8306,,,1
2274,Vojnosanitetski pregled,Assessment of Lyme disease risk by using the ecological risk index in the parks of Belgrade,"['Milena Krstic', 'Novica Stajkovic', 'Dubravko Bokonjic', 'Srdjan Lazic']",10.2298/vsp140929184k,2017,1,journal-article,"Background/Aim. Factors determining the risk of Lyme disease (LD) may be followed in terms of the type of habitat. The evaluation of the risk of Borrelia burgdorferi (B. burgdorferi) transmission in humans on Ixodes ricinus (I. ricinus) tick habitats is done by means of the ecological risk index, which determines the tick habitat, abundance and infection rate. The aim of this paper was to determine the value of ecological risk index (potential and actual risk ? PR and AR) on green areas in 9 p?rks in Belgrade and establish the correlation of this index with tick bites in humans. Methods. Ticks were collected in parks by means of the flag hour method and examined for the presence of LD cause in dark-field microscopic analysis. Point values were assigned to certain parameters and potential and actual risk index evaluated for each habitat. The data on tick bites from the surveyed habitats were obtained from the Protocol of patients bitten by ticks of the Sector for Preventive Medicine, Institute of Epidemiology, Military Medical Academy in Belgrade. Analysis of variance (ANOVA), Tukey test and Pearson ?s coefficient were used in statistical analysis of data. Results. In Belgrade?s park habitats a high PR of B. burgdorferi transmission was determined, while AR for 4 habitats was categorised as PR, and limited for other 5 habitats. Statistically, in terms of AR values the following habitats were significantly different (p < 0.05): H?jd P?rk and T?sm?jd?n; H?jd P?rk and K?lemegd?n; H?jd P?rk and Pionirski P?rk; H?jd P?rk and B?novo Brdo; Topcider and T?sm?jd?n; Topcider and K?lemegd?n; Topcider and Pionirski P?rk; Topcider and B?novo Brdo Park. A statistically significant correlation (p < 0.05) between bites of adults and the number of bites of infected adults with the AR value was established. Conclusion. In parks of Belgrade, there is a limited AR of B. burgdorferi transmission on the average. The AR values vary from limited to the potential, depending on the ecological features of habitat, the number of collected ticks and their infection rate. In view of the correlation of AR with the bites in humans, this index is significant for assessing LD risk.",http://dx.doi.org/10.2298/vsp140929184k,,2185.0,1
2275,APMIS,"Significant variations in the seroprevalence of C6 ELISA antibodies in a highly endemic area for Lyme borreliosis: evaluation of age, sex and seasonal differences","['Marcus Johansson', 'Lena Manfredsson', 'Annika Wistedt', 'Lena Serrander', 'Ivar Tjernberg']",10.1111/apm.12664,2017,9,journal-article,,http://dx.doi.org/10.1111/apm.12664,https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1111%2Fapm.12664,,1
